Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,201382,-,-,-,33.93,-118.42,-8,12,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,0,16.6,1.2,0.124,0.64,0,0,0,0,1,10.4,0,0,0,0,0.275,66.78,169.06,0.88,0.16,1013,1.9000000000000001,86,1.6,0.0000,0.0000
1998,1,1,0,30,16.5,1.2,0.124,0.64,0,0,0,0,1,10.4,0,0,0,0,0.274,67.21000000000001,166.92000000000002,0.88,0.16,1013,1.9000000000000001,83,1.6,0.0000,0.0000
1998,1,1,1,0,16.400000000000002,1.19,0.116,0.64,0,0,0,0,1,10.100000000000001,0,0,0,0,0.273,66.52,162.43,0.88,0.16,1013,1.9000000000000001,81,1.7000000000000002,0.0000,0.0000
1998,1,1,1,30,16.3,1.19,0.116,0.64,0,0,0,0,1,10.100000000000001,0,0,0,0,0.272,66.95,156.93,0.88,0.16,1013,1.8,78,1.7000000000000002,0.0000,0.0000
1998,1,1,2,0,16.2,1.17,0.108,0.64,0,0,0,0,1,9.8,0,0,0,0,0.271,65.75,151.02,0.88,0.16,1012,1.8,76,1.8,0.0000,0.0000
1998,1,1,2,30,16.1,1.17,0.108,0.64,0,0,0,0,1,9.8,0,0,0,0,0.27,66.17,144.91,0.88,0.16,1012,1.8,74,1.8,0.0000,0.0000
1998,1,1,3,0,16.1,1.16,0.10200000000000001,0.64,0,0,0,0,1,9.4,0,0,0,0,0.27,64.51,138.72,0.88,0.16,1012,1.7000000000000002,72,1.8,0.0000,0.0000
1998,1,1,3,30,16,1.16,0.10200000000000001,0.64,0,0,0,0,1,9.4,0,0,0,0,0.269,64.92,132.5,0.88,0.16,1012,1.7000000000000002,72,1.8,0.0000,0.0000
1998,1,1,4,0,16,1.16,0.098,0.64,0,0,0,0,0,9.1,0,0,0,0,0.268,63.63,126.29,0.88,0.16,1011,1.7000000000000002,71,1.8,0.0000,0.0000
1998,1,1,4,30,16,1.16,0.098,0.64,0,0,0,0,1,9.1,0,0,0,0,0.267,63.7,120.12,0.88,0.16,1012,1.7000000000000002,71,1.8,0.0000,0.0000
1998,1,1,5,0,16,1.1500000000000001,0.096,0.64,0,0,0,0,1,8.9,0,0,0,0,0.266,62.74,114,0.88,0.16,1012,1.6,71,1.8,0.0000,0.0000
1998,1,1,5,30,15.9,1.1500000000000001,0.096,0.64,0,0,0,1,1,8.9,0,0,1,0,0.265,63.14,107.97,0.88,0.16,1012,1.6,73,1.8,0.0000,0.0000
1998,1,1,6,0,15.8,1.1500000000000001,0.093,0.64,0,0,0,0,1,8.6,0,0,0,0,0.265,62.34,102.05,0.88,0.16,1012,1.6,75,1.9000000000000001,0.0000,0.0000
1998,1,1,6,30,15.9,1.1500000000000001,0.093,0.64,0,0,0,0,1,8.6,0,0,0,0,0.264,61.940000000000005,96.27,0.88,0.16,1012,1.6,79,1.9000000000000001,0.0000,0.0000
1998,1,1,7,0,16,1.1500000000000001,0.09,0.64,0,0,0,0,1,8.8,0,0,0,0,0.263,62.52,90.08,0.88,0.16,1012,1.5,83,2,0.0000,0.0000
1998,1,1,7,30,17.1,1.1500000000000001,0.09,0.64,29,288,54,0,0,8.8,29,288,0,54,0.263,58.31,85.09,0.88,0.16,1012,1.5,87,2.1,0.0000,0.0000
1998,1,1,8,0,18.2,1.1500000000000001,0.089,0.64,49,490,134,0,0,10,49,490,0,134,0.263,58.980000000000004,80.02,0.88,0.16,1013,1.5,92,2.3000000000000003,0.0000,0.0000
1998,1,1,8,30,19.1,1.1500000000000001,0.089,0.64,63,616,220,0,0,10.100000000000001,63,616,0,220,0.263,55.76,75.21000000000001,0.88,0.16,1013,1.5,101,2.4000000000000004,10.7385,8.2494
1998,1,1,9,0,19.900000000000002,1.1500000000000001,0.09,0.64,73,697,302,0,0,10,73,697,0,302,0.263,52.92,70.77,0.88,0.16,1013,1.5,111,2.5,15.3532,11.8776
1998,1,1,9,30,20.5,1.1500000000000001,0.09,0.64,80,754,377,0,0,10,80,754,0,377,0.264,51,66.79,0.88,0.16,1013,1.5,128,2.4000000000000004,19.8335,15.4132
1998,1,1,10,0,21,1.1500000000000001,0.092,0.64,86,792,441,0,0,11,86,792,0,441,0.264,52.82,63.34,0.88,0.16,1013,1.5,145,2.3000000000000003,23.8023,18.5509
1998,1,1,10,30,21.3,1.1500000000000001,0.092,0.64,90,819,493,0,0,11,90,819,0,493,0.263,51.81,60.550000000000004,0.88,0.16,1012,1.5,155,2.4000000000000004,27.0910,21.1523
1998,1,1,11,0,21.5,1.16,0.096,0.64,94,833,530,0,0,11.700000000000001,94,833,0,530,0.263,53.68,58.49,0.88,0.16,1012,1.5,164,2.4000000000000004,29.4703,23.0358
1998,1,1,11,30,21.6,1.16,0.096,0.64,96,843,552,0,0,11.700000000000001,96,843,0,552,0.263,53.300000000000004,57.24,0.88,0.16,1011,1.5,169,2.5,30.8977,24.1660
1998,1,1,12,0,21.700000000000003,1.17,0.099,0.64,98,843,558,0,0,12.3,98,843,0,558,0.262,55.120000000000005,56.870000000000005,0.88,0.16,1011,1.5,174,2.5,31.2925,24.4789
1998,1,1,12,30,21.6,1.17,0.099,0.64,97,839,549,0,0,12.3,97,839,0,549,0.262,55.4,57.4,0.88,0.16,1010,1.5,178,2.6,30.7044,24.0130
1998,1,1,13,0,21.5,1.19,0.10300000000000001,0.64,96,823,523,0,0,12.8,96,823,0,523,0.261,57.67,58.78,0.88,0.16,1010,1.5,183,2.6,29.0348,22.6920
1998,1,1,13,30,21.200000000000003,1.19,0.10300000000000001,0.64,93,803,483,0,0,12.8,93,803,0,483,0.261,58.730000000000004,60.980000000000004,0.88,0.16,1010,1.5,187,2.7,26.4721,20.6639
1998,1,1,14,0,20.900000000000002,1.2,0.111,0.64,91,764,427,0,0,13.3,91,764,0,427,0.261,61.800000000000004,63.89,0.88,0.16,1010,1.5,192,2.7,22.9588,17.8862
1998,1,1,14,30,20.400000000000002,1.2,0.111,0.64,85,720,361,0,0,13.3,85,720,0,361,0.26,63.730000000000004,67.44,0.88,0.16,1010,1.5,194,2.5,18.8921,14.6722
1998,1,1,15,0,19.900000000000002,1.21,0.117,0.64,78,650,284,0,0,13.9,78,650,0,284,0.26,68.26,71.51,0.89,0.16,1010,1.5,197,2.4000000000000004,14.3403,11.0827
